timestamp,resultid,vote_count
2026-04-16T06:03:52.070Z,B0134,0
2026-04-16T06:03:52.070Z,C0087,0
2026-04-16T06:03:52.070Z,S0052,0
2026-04-16T06:03:52.070Z,B0145,0
2026-04-16T06:03:52.070Z,A0211,62
2026-04-16T06:03:52.070Z,C0031,0
2026-04-16T06:03:52.070Z,C0034,0
2026-04-16T06:03:52.070Z,T0062,0
2026-04-16T06:03:52.070Z,S0041,0
2026-04-16T06:03:52.070Z,B0048,0
2026-04-16T06:03:52.070Z,S0008,10
2026-04-16T06:03:52.070Z,B0031,0
2026-04-16T06:03:52.070Z,C0212,0
2026-04-16T06:03:52.070Z,C0103,0
2026-04-16T06:03:52.070Z,B0046,0
2026-04-16T06:03:52.070Z,A0117,0
2026-04-16T06:03:52.070Z,A0291,1
2026-04-16T06:03:52.070Z,A0321,0
2026-04-16T06:03:52.070Z,A0307,0
2026-04-16T06:03:52.070Z,C0350,0
2026-04-16T06:03:52.070Z,A0005,0
2026-04-16T06:03:52.070Z,S0065,0
2026-04-16T06:03:52.070Z,C0148,0
2026-04-16T06:03:52.070Z,A0060,0
2026-04-16T06:03:52.070Z,C0065,0
2026-04-16T06:03:52.070Z,S0089,0
2026-04-16T06:03:52.070Z,T0064,0
2026-04-16T06:03:52.070Z,B0144,0
2026-04-16T06:03:52.070Z,S0171,0
2026-04-16T06:03:52.070Z,C0144,0
2026-04-16T06:03:52.070Z,A0183,1
2026-04-16T06:03:52.070Z,C0200,0
2026-04-16T06:03:52.070Z,C0299,0
2026-04-16T06:03:52.070Z,A0004,0
2026-04-16T06:03:52.070Z,B0020,2
2026-04-16T06:03:52.070Z,S0231,0
2026-04-16T06:03:52.070Z,C0074,0
2026-04-16T06:03:52.070Z,A0332,0
2026-04-16T06:03:52.070Z,A0303,0
2026-04-16T06:03:52.070Z,D0037,17
2026-04-16T06:03:52.070Z,S0202,0
2026-04-16T06:03:52.070Z,T0060,0
2026-04-16T06:03:52.070Z,C0292,0
2026-04-16T06:03:52.070Z,S0057,0
2026-04-16T06:03:52.070Z,D0018,0
2026-04-16T06:03:52.070Z,B0178,0
2026-04-16T06:03:52.070Z,A0181,0
2026-04-16T06:03:52.070Z,C0174,0
2026-04-16T06:03:52.070Z,A0019,0
2026-04-16T06:03:52.070Z,C0060,0
2026-04-16T06:03:52.070Z,C0021,0
2026-04-16T06:03:52.070Z,C0199,0
2026-04-16T06:03:52.070Z,S0225,0
2026-04-16T06:03:52.070Z,A0064,0
2026-04-16T06:03:52.070Z,A0197,0
2026-04-16T06:03:52.070Z,A0081,0
2026-04-16T06:03:52.070Z,B0015,2
2026-04-16T06:03:52.070Z,C0297,0
2026-04-16T06:03:52.070Z,C0083,0
2026-04-16T06:03:52.070Z,S0069,0
2026-04-16T06:03:52.070Z,B0191,0
2026-04-16T06:03:52.070Z,C0275,0
2026-04-16T06:03:52.070Z,A0151,0
2026-04-16T06:03:52.070Z,T0026,0
2026-04-16T06:03:52.070Z,C0076,0
2026-04-16T06:03:52.070Z,S0015,0
2026-04-16T06:03:52.070Z,D0035,0
2026-04-16T06:03:52.070Z,S0068,0
2026-04-16T06:03:52.070Z,T0004,0
2026-04-16T06:03:52.070Z,C0301,0
2026-04-16T06:03:52.070Z,T0017,0
2026-04-16T06:03:52.070Z,B0135,0
2026-04-16T06:03:52.070Z,S0224,0
2026-04-16T06:03:52.070Z,B0174,0
2026-04-16T06:03:52.070Z,S0240,0
2026-04-16T06:03:52.070Z,A0049,0
2026-04-16T06:03:52.070Z,T0010,0
2026-04-16T06:03:52.070Z,A0111,0
2026-04-16T06:03:52.070Z,B0104,0
2026-04-16T06:03:52.070Z,B0126,0
2026-04-16T06:03:52.070Z,B0073,0
2026-04-16T06:03:52.070Z,B0088,0
2026-04-16T06:03:52.070Z,A0192,0
2026-04-16T06:03:52.070Z,C0145,0
2026-04-16T06:03:52.070Z,D0030,0
2026-04-16T06:03:52.070Z,T0063,0
2026-04-16T06:03:52.070Z,S0018,0
2026-04-16T06:03:52.070Z,A0259,0
2026-04-16T06:03:52.070Z,A0023,0
2026-04-16T06:03:52.070Z,S0241,1
2026-04-16T06:03:52.070Z,B0050,0
2026-04-16T06:03:52.070Z,S0087,0
2026-04-16T06:03:52.070Z,A0067,0
2026-04-16T06:03:52.070Z,C0277,0
2026-04-16T06:03:52.070Z,C0133,0
2026-04-16T06:03:52.070Z,B0051,0
2026-04-16T06:03:52.070Z,C0294,0
2026-04-16T06:03:52.070Z,S0238,0
2026-04-16T06:03:52.070Z,C0249,0
2026-04-16T06:03:52.070Z,C0157,0
2026-04-16T06:03:52.070Z,A0225,1
2026-04-16T06:03:52.070Z,S0016,0
2026-04-16T06:03:52.070Z,T0055,0
2026-04-16T06:03:52.070Z,A0260,0
2026-04-16T06:03:52.070Z,S0144,0
2026-04-16T06:03:52.070Z,A0126,0
2026-04-16T06:03:52.070Z,S0145,9
2026-04-16T06:03:52.070Z,C0007,0
2026-04-16T06:03:52.070Z,A0022,0
2026-04-16T06:03:52.070Z,C0246,0
2026-04-16T06:03:52.070Z,A0289,0
2026-04-16T06:03:52.070Z,B0042,0
2026-04-16T06:03:52.070Z,A0027,4
2026-04-16T06:03:52.070Z,A0325,0
2026-04-16T06:03:52.070Z,A0221,14
2026-04-16T06:03:52.070Z,B0007,4
2026-04-16T06:03:52.070Z,S0209,0
2026-04-16T06:03:52.070Z,A0288,0
2026-04-16T06:03:52.070Z,B0151,0
2026-04-16T06:03:52.070Z,S0118,0
2026-04-16T06:03:52.070Z,S0192,0
2026-04-16T06:03:52.070Z,A0089,5
2026-04-16T06:03:52.070Z,S0239,0
2026-04-16T06:03:52.070Z,B0156,0
2026-04-16T06:03:52.070Z,A0153,0
2026-04-16T06:03:52.070Z,S0029,0
2026-04-16T06:03:52.070Z,S0216,0
2026-04-16T06:03:52.070Z,S0108,0
2026-04-16T06:03:52.070Z,D0025,0
2026-04-16T06:03:52.070Z,B0118,0
2026-04-16T06:03:52.070Z,A0045,8
2026-04-16T06:03:52.070Z,A0168,0
2026-04-16T06:03:52.070Z,A0319,0
2026-04-16T06:03:52.070Z,C0085,0
2026-04-16T06:03:52.070Z,S0019,0
2026-04-16T06:03:52.070Z,A0154,26
2026-04-16T06:03:52.070Z,C0105,0
2026-04-16T06:03:52.070Z,T0059,0
2026-04-16T06:03:52.070Z,A0003,0
2026-04-16T06:03:52.070Z,B0038,0
2026-04-16T06:03:52.070Z,A0143,0
2026-04-16T06:03:52.070Z,C0178,0
2026-04-16T06:03:52.070Z,B0138,0
2026-04-16T06:03:52.070Z,B0112,0
2026-04-16T06:03:52.070Z,C0165,0
2026-04-16T06:03:52.070Z,S0054,8
2026-04-16T06:03:52.070Z,A0240,0
2026-04-16T06:03:52.070Z,C0261,0
2026-04-16T06:03:52.070Z,S0228,0
2026-04-16T06:03:52.070Z,B0060,3
2026-04-16T06:03:52.070Z,A0114,0
2026-04-16T06:03:52.070Z,A0175,0
2026-04-16T06:03:52.070Z,A0134,0
2026-04-16T06:03:52.070Z,T0046,0
2026-04-16T06:03:52.070Z,C0288,0
